Quantifier,PI in the premise,Direction,Content,Monot,Premise,Consequent
No,Negative,Increasing,3,DE,No alien saw any doves.,No alien saw any birds.
No,Negative,Increasing,12,DE,No alien used any quarters.,No alien used any coins.
Few,None,Decreasing,5,DE,Few aliens read magazines.,Few aliens read news magazines.
Few,None,Decreasing,2,DE,Few aliens watched sports matches.,Few aliens watched baseball matches.
Few,None,Decreasing,7,DE,Few aliens bought clothes.,Few aliens bought shirts.
Few,None,Decreasing,4,DE,Few aliens drove cars.,Few aliens drove SUVs.
Few,None,Increasing,5,DE,Few aliens read news magazines.,Few aliens read magazines.
Few,None,Increasing,2,DE,Few aliens watched baseball matches.,Few aliens watched sports matches.
Few,None,Increasing,7,DE,Few aliens bought shirts.,Few aliens bought clothes.
Few,None,Increasing,4,DE,Few aliens drove SUVs.,Few aliens drove cars.
Negative,None,Decreasing,5,DE,The purple alien did not read magazines.,The purple alien did not read news magazines.
Negative,None,Decreasing,2,DE,The purple alien did not watch sports matches.,The purple alien did not watch baseball matches.
Negative,None,Decreasing,7,DE,The purple alien did not buy clothes.,The purple alien did not buy shirts.
Negative,None,Decreasing,4,DE,The purple alien did not drive cars.,The purple alien did not drive SUVs.
Negative,None,Increasing,5,DE,The yellow alien did not read news magazines.,The yellow alien did not read magazines.
Negative,None,Increasing,2,DE,The yellow alien did not watch baseball matches.,The yellow alien did not watch sports matches.
Negative,None,Increasing,7,DE,The yellow alien did not buy shirts.,The yellow alien did not buy clothes.
Negative,None,Increasing,4,DE,The yellow alien did not drive SUVs.,The yellow alien did not drive cars.
No,None,Decreasing,5,DE,No alien read magazines.,No alien read news magazines.
No,None,Decreasing,2,DE,No alien watched sports matches.,No alien watched baseball matches.
No,None,Decreasing,7,DE,No alien bought clothes.,No alien bought shirts.
No,None,Decreasing,4,DE,No alien drove cars.,No alien drove SUVs.
No,None,Increasing,5,DE,No alien read news magazines.,No alien read magazines.
No,None,Increasing,2,DE,No alien watched baseball matches.,No alien watched sports matches.
No,None,Increasing,7,DE,No alien bought shirts.,No alien bought clothes.
No,None,Increasing,4,DE,No alien drove SUVs.,No alien drove cars.
Exactly 12,Negative,Decreasing,1,NM,Exactly 12 aliens ate any meat.,Exactly 12 aliens ate any pork.
Exactly 12,Negative,Decreasing,10,NM,Exactly 12 aliens ate at any restaurants.,Exactly 12 aliens ate at any Mexican restaurants.
Exactly 12,Negative,Decreasing,3,NM,Exactly 12 aliens saw any birds.,Exactly 12 aliens saw any doves.
Exactly 12,Negative,Decreasing,12,NM,Exactly 12 aliens used any coins.,Exactly 12 aliens used any quarters.
Exactly 12,Negative,Increasing,1,NM,Exactly 12 aliens ate any pork.,Exactly 12 aliens ate any meat.
Exactly 12,Negative,Increasing,10,NM,Exactly 12 aliens ate at any Mexican restaurants.,Exactly 12 aliens ate at any restaurants.
Exactly 12,Negative,Increasing,3,NM,Exactly 12 aliens saw any doves.,Exactly 12 aliens saw any birds.
Exactly 12,Negative,Increasing,12,NM,Exactly 12 aliens used any quarters.,Exactly 12 aliens used any coins.
Only 12,Negative,Decreasing,1,NM,Only 12 aliens ate any meat.,Only 12 aliens ate any pork.
Only 12,Negative,Decreasing,10,NM,Only 12 aliens ate at any restaurants.,Only 12 aliens ate at any Mexican restaurants.
Only 12,Negative,Decreasing,3,NM,Only 12 aliens saw any birds.,Only 12 aliens saw any doves.
Only 12,Negative,Decreasing,12,NM,Only 12 aliens used any coins.,Only 12 aliens used any quarters.
Only 12,Negative,Increasing,1,NM,Only 12 aliens ate any pork.,Only 12 aliens ate any meat.
Only 12,Negative,Increasing,10,NM,Only 12 aliens ate at any Mexican restaurants.,Only 12 aliens ate at any restaurants.
Only 12,Negative,Increasing,3,NM,Only 12 aliens saw any doves.,Only 12 aliens saw any birds.
Only 12,Negative,Increasing,12,NM,Only 12 aliens used any quarters.,Only 12 aliens used any coins.
Exactly 12,None,Decreasing,5,NM,Exactly 12 aliens read magazines.,Exactly 12 aliens read news magazines.
Exactly 12,None,Decreasing,2,NM,Exactly 12 aliens watched sports matches.,Exactly 12 aliens watched baseball matches.
Exactly 12,None,Decreasing,7,NM,Exactly 12 aliens bought clothes.,Exactly 12 aliens bought shirts.
Exactly 12,None,Decreasing,4,NM,Exactly 12 aliens drove cars.,Exactly 12 aliens drove SUVs.
Exactly 12,None,Increasing,5,NM,Exactly 12 aliens read news magazines.,Exactly 12 aliens read magazines.
Exactly 12,None,Increasing,2,NM,Exactly 12 aliens watched baseball matches.,Exactly 12 aliens watched sports matches.
Exactly 12,None,Increasing,7,NM,Exactly 12 aliens bought shirts.,Exactly 12 aliens bought clothes.
Exactly 12,None,Increasing,4,NM,Exactly 12 aliens drove SUVs.,Exactly 12 aliens drove cars.
Only 12,None,Decreasing,5,NM,Only 12 aliens read magazines.,Only 12 aliens read news magazines.
Only 12,None,Decreasing,2,NM,Only 12 aliens watched sports matches.,Only 12 aliens watched baseball matches.
Only 12,None,Decreasing,7,NM,Only 12 aliens bought clothes.,Only 12 aliens bought shirts.
Only 12,None,Decreasing,4,NM,Only 12 aliens drove cars.,Only 12 aliens drove SUVs.
Only 12,None,Increasing,5,NM,Only 12 aliens read news magazines.,Only 12 aliens read magazines.
Only 12,None,Increasing,2,NM,Only 12 aliens watched baseball matches.,Only 12 aliens watched sports matches.
Only 12,None,Increasing,7,NM,Only 12 aliens bought shirts.,Only 12 aliens bought clothes.
Only 12,None,Increasing,4,NM,Only 12 aliens drove SUVs.,Only 12 aliens drove cars.
Exactly 12,Positive,Decreasing,9,NM,Exactly 12 aliens drank some soda.,Exactly 12 aliens drank some coke.
Exactly 12,Positive,Decreasing,6,NM,Exactly 12 aliens read some books.,Exactly 12 aliens read some sci-fi novels.
Exactly 12,Positive,Decreasing,11,NM,Exactly 12 aliens played with some toys.,Exactly 12 aliens played with some toy cars.
Exactly 12,Positive,Decreasing,8,NM,Exactly 12 aliens threw some balls.,Exactly 12 aliens threw some tennis balls.
Exactly 12,Positive,Increasing,9,NM,Exactly 12 aliens drank some coke.,Exactly 12 aliens drank some soda.
Exactly 12,Positive,Increasing,6,NM,Exactly 12 aliens read some sci-fi novels.,Exactly 12 aliens read some books.
Exactly 12,Positive,Increasing,11,NM,Exactly 12 aliens played with some toy cars.,Exactly 12 aliens played with some toys.
Exactly 12,Positive,Increasing,8,NM,Exactly 12 aliens threw some tennis balls.,Exactly 12 aliens threw some balls.
Only 12,Positive,Decreasing,9,NM,Only 12 aliens drank some soda.,Only 12 aliens drank some coke.
Only 12,Positive,Decreasing,6,NM,Only 12 aliens read some books.,Only 12 aliens read some sci-fi novels.
Only 12,Positive,Decreasing,11,NM,Only 12 aliens played with some toys.,Only 12 aliens played with some toy cars.
Only 12,Positive,Decreasing,8,NM,Only 12 aliens threw some balls.,Only 12 aliens threw some tennis balls.
Only 12,Positive,Increasing,9,NM,Only 12 aliens drank some coke.,Only 12 aliens drank some soda.
Only 12,Positive,Increasing,6,NM,Only 12 aliens read some sci-fi novels.,Only 12 aliens read some books.
Only 12,Positive,Increasing,11,NM,Only 12 aliens played with some toy cars.,Only 12 aliens played with some toys.
Only 12,Positive,Increasing,8,NM,Only 12 aliens threw some tennis balls.,Only 12 aliens threw some balls.
Every,None,Decreasing,5,UE,Every alien read magazines.,Every alien read news magazines.
Every,None,Decreasing,2,UE,Every alien watched sports matches.,Every alien watched baseball matches.
Every,None,Decreasing,7,UE,Every alien bought clothes.,Every alien bought shirts.
Every,None,Decreasing,4,UE,Every alien drove cars.,Every alien drove SUVs.
Every,None,Increasing,5,UE,Every alien read news magazines.,Every alien read magazines.
Every,None,Increasing,2,UE,Every alien watched baseball matches.,Every alien watched sports matches.
Every,None,Increasing,7,UE,Every alien bought shirts.,Every alien bought clothes.
Every,None,Increasing,4,UE,Every alien drove SUVs.,Every alien drove cars.
Many,None,Decreasing,5,UE,Many aliens read magazines.,Many aliens read news magazines.
Many,None,Decreasing,2,UE,Many aliens watched sports matches.,Many aliens watched baseball matches.
Many,None,Decreasing,7,UE,Many aliens bought clothes.,Many aliens bought shirts.
Many,None,Decreasing,4,UE,Many aliens drove cars.,Many aliens drove SUVs.
Many,None,Increasing,5,UE,Many aliens read news magazines.,Many aliens read magazines.
Many,None,Increasing,2,UE,Many aliens watched baseball matches.,Many aliens watched sports matches.
Many,None,Increasing,7,UE,Many aliens bought shirts.,Many aliens bought clothes.
Many,None,Increasing,4,UE,Many aliens drove SUVs.,Many aliens drove cars.
Positive,None,Decreasing,5,UE,The purple alien read magazines.,The purple alien read news magazines.
Positive,None,Decreasing,2,UE,The purple alien watched sports matches.,The purple alien watched baseball matches.
Positive,None,Decreasing,7,UE,The purple alien bought clothes.,The purple alien bought shirts.
Positive,None,Decreasing,4,UE,The purple alien drove cars.,The purple alien drove SUVs.
Positive,None,Increasing,5,UE,The yellow alien read news magazines.,The yellow alien read magazines.
Positive,None,Increasing,2,UE,The yellow alien watched baseball matches.,The yellow alien watched sports matches.
Positive,None,Increasing,7,UE,The yellow alien bought shirts.,The yellow alien bought clothes.
Positive,None,Increasing,4,UE,The yellow alien drove SUVs.,The yellow alien drove cars.
Every,Positive,Decreasing,9,UE,Every alien drank some soda.,Every alien drank some coke.
Every,Positive,Decreasing,6,UE,Every alien read some books.,Every alien read some sci-fi novels.
Every,Positive,Decreasing,11,UE,Every alien played with some toys.,Every alien played with some toy cars.
Every,Positive,Decreasing,8,UE,Every alien threw some balls.,Every alien threw some tennis balls.
Every,Positive,Increasing,9,UE,Every alien drank some coke.,Every alien drank some soda.
Every,Positive,Increasing,6,UE,Every alien read some sci-fi novels.,Every alien read some books.
Every,Positive,Increasing,11,UE,Every alien played with some toy cars.,Every alien played with some toys.
Every,Positive,Increasing,8,UE,Every alien threw some tennis balls.,Every alien threw some balls.
Many,Positive,Decreasing,9,UE,Many aliens drank some soda.,Many aliens drank some coke.
Many,Positive,Decreasing,6,UE,Many aliens read some books.,Many aliens read some sci-fi novels.
Many,Positive,Decreasing,11,UE,Many aliens played with some toys.,Many aliens played with some toy cars.
Many,Positive,Decreasing,8,UE,Many aliens threw some balls.,Many aliens threw some tennis balls.
Many,Positive,Increasing,9,UE,Many aliens drank some coke.,Many aliens drank some soda.
Many,Positive,Increasing,6,UE,Many aliens read some sci-fi novels.,Many aliens read some books.
Many,Positive,Increasing,11,UE,Many aliens played with some toy cars.,Many aliens played with some toys.
Many,Positive,Increasing,8,UE,Many aliens threw some tennis balls.,Many aliens threw some balls.
Positive,Positive,Decreasing,9,UE,The red alien drank some soda.,The red alien drank some coke.
Positive,Positive,Decreasing,6,UE,The red alien read some books.,The red alien read some sci-fi novels.
Positive,Positive,Decreasing,11,UE,The red alien played with some toys.,The red alien played with some toy cars.
Positive,Positive,Decreasing,8,UE,The red alien threw some balls.,The red alien threw some tennis balls.
Positive,Positive,Increasing,9,UE,The blue alien drank some coke.,The blue alien drank some soda.
Positive,Positive,Increasing,6,UE,The blue alien read some sci-fi novels.,The blue alien read some books.
Positive,Positive,Increasing,11,UE,The blue alien played with some toy cars.,The blue alien played with some toys.
Positive,Positive,Increasing,8,UE,The blue alien threw some tennis balls.,The blue alien threw some balls.
